,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,4,2007.0,7,361,1.83,1.19,1.54,0.37,4.93,70.0,4.0,7.8,4.0,1539,1
211,Fallout 3,28,2008.0,7,66,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,175,5
212,Uncharted: Drake's Fortune,17,2007.0,0,458,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,990,7
213,Madden NFL 06,16,2005.0,10,139,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8,121.0,449,1
214,Diddy Kong Racing,10,1997.0,6,361,2.91,0.99,0.89,0.1,4.88,70.0,4.0,7.8,4.0,1539,1
215,Monster Hunter Freedom 3,19,2010.0,7,85,0.0,0.0,4.87,0.0,4.87,70.0,4.0,7.8,4.0,1539,1
216,Super Smash Bros. for Wii U and 3DS,27,2014.0,2,361,2.6,1.08,0.81,0.38,4.87,70.0,4.0,7.8,4.0,1539,1
217,Dr. Mario,11,1990.0,5,361,2.62,0.6,1.52,0.1,4.85,70.0,4.0,7.8,4.0,1539,1
218,StarCraft II: Wings of Liberty,13,2010.0,11,21,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,217,7
219,Assassin's Creed,17,2007.0,1,528,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,1547,5
220,God of War III,17,2010.0,0,458,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,1242,5
221,Crash Team Racing,15,1999.0,6,458,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9,233.0,989,1
222,LEGO Star Wars: The Complete Saga,4,2007.0,0,290,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,1431,1
223,Driver 2,15,2000.0,0,53,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,1202,7
224,Batman: Arkham City,28,2011.0,0,552,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0,1227,7
225,The Last of Us,18,2014.0,0,458,1.88,2.0,0.07,0.77,4.71,70.0,4.0,7.8,4.0,1539,1
226,The Simpsons: Hit & Run,16,2003.0,6,548,1.73,2.19,0.0,0.79,4.7,70.0,4.0,7.8,4.0,1539,1
227,Tony Hawk's Pro Skater 2,15,2000.0,10,21,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,1004,7
228,The Lord of the Rings: The Two Towers,16,2002.0,0,139,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,1384,7
229,Tomb Raider,15,1996.0,0,138,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,322,7
230,Animal Crossing: City Folk,26,2008.0,9,361,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,1020,1
231,Uncharted: The Nathan Drake Collection,18,2015.0,0,458,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,231,7
232,The Legend of Zelda: A Link to the Past,23,1991.0,0,361,2.42,0.91,1.15,0.13,4.61,70.0,4.0,7.8,4.0,1539,1
233,The Legend of Zelda: The Wind Waker,7,2002.0,0,361,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,1020,1
234,Guitar Hero III: Legends of Rock,26,2007.0,3,21,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,1591,7
235,Luigi's Mansion: Dark Moon,2,2013.0,0,361,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,1010,1
236,Forza Motorsport 4,28,2011.0,6,325,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,1528,1
237,Mario & Sonic at the Olympic Winter Games,26,2009.0,10,448,1.87,1.96,0.22,0.48,4.53,70.0,4.0,7.8,4.0,1539,1
238,Madden NFL 2005,16,2004.0,10,139,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,453,1
239,Guitar Hero III: Legends of Rock,28,2007.0,3,21,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,1004,7
240,Pitfall!,0,1981.0,4,21,4.21,0.24,0.0,0.05,4.5,70.0,4.0,7.8,4.0,1539,1
241,Madden NFL 07,16,2006.0,10,139,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,449,1
242,Halo 5: Guardians,30,2015.0,8,325,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,18,7
243,Spider-Man: The Movie,16,2002.0,0,21,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,1514,1
244,Dragon Quest VII: Warriors of Eden,15,2000.0,7,145,0.2,0.14,4.1,0.02,4.47,70.0,4.0,7.8,4.0,1539,1
245,Call of Duty: Infinite Warfare,18,2016.0,8,21,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,728,5
246,God of War,16,2005.0,0,458,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,1242,5
247,Splatoon,27,2015.0,8,361,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,1020,2
248,Nintendo Land,27,2012.0,3,361,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,1020,2
249,Tony Hawk's Pro Skater 3,16,2001.0,10,21,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,1004,7
250,Winning Eleven: Pro Evolution Soccer 2007,16,2006.0,10,277,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,815,1
251,The Elder Scrolls IV: Oblivion,28,2006.0,7,497,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,176,5
252,Zelda II: The Adventure of Link,11,1987.0,1,361,2.19,0.5,1.61,0.08,4.38,70.0,4.0,7.8,4.0,1539,1
253,Need for Speed: Most Wanted,16,2005.0,6,139,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,431,7
254,Michael Jackson: The Experience,26,2010.0,3,528,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0,1551,2
255,Call of Duty: Advanced Warfare,17,2014.0,8,21,1.56,1.93,0.19,0.68,4.36,70.0,4.0,4.8,207.0,664,5
256,Resistance: Fall of Man,17,2006.0,8,458,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,734,5
257,Sonic the Hedgehog,8,1991.0,4,448,3.03,0.91,0.26,0.13,4.34,70.0,4.0,7.8,4.0,1539,1
258,Kingdom Hearts II,16,2005.0,7,467,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9,766.0,1365,2
259,The Legend of Zelda: Ocarina of Time,2,2011.0,0,361,2.09,1.31,0.62,0.31,4.33,70.0,4.0,7.8,4.0,1539,1
260,Super Mario 3D World,27,2013.0,4,361,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9,1607.0,1020,1
261,Minecraft,18,2014.0,3,460,1.48,2.02,0.14,0.68,4.32,70.0,4.0,7.8,4.0,1539,1
262,Asteroids,0,1980.0,8,53,4.0,0.26,0.0,0.05,4.31,70.0,4.0,7.8,4.0,1539,1
263,Call of Duty: Advanced Warfare,28,2014.0,8,21,2.77,1.11,0.0,0.4,4.29,70.0,4.0,4.9,221.0,664,5
264,FIFA 15,17,2014.0,10,139,0.58,3.02,0.04,0.64,4.28,70.0,4.0,4.5,109.0,449,1
265,Fable II,28,2008.0,7,325,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,851,5
266,Namco Museum,6,2001.0,3,349,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,898,1
267,Batman: Arkham Asylum,17,2009.0,0,138,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,1227,7
268,Metal Gear Solid 3: Snake Eater,16,2004.0,0,277,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,785,5
269,Assassin's Creed: Revelations,17,2011.0,0,528,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,1547,5
270,Fallout 4,30,2015.0,7,66,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,175,5
271,FIFA 14,28,2013.0,10,139,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,431,1
272,Daxter,19,2006.0,4,458,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,1184,2
273,Warcraft II: Tides of Darkness,13,1995.0,11,21,1.7,2.27,0.0,0.23,4.21,70.0,4.0,7.8,4.0,1539,1
274,FIFA Soccer 06,16,2005.0,10,139,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,431,1
275,EyeToy Play,16,2003.0,3,458,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,1254,1
276,Gran Turismo 5 Prologue,17,2007.0,6,458,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,1130,1
277,Assassin's Creed: Revelations,28,2011.0,0,528,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,1547,5
278,FIFA 12,28,2011.0,10,139,0.84,2.78,0.02,0.53,4.18,70.0,4.0,7.8,4.0,1539,1
279,Teenage Mutant Ninja Turtles,11,1989.0,0,387,3.38,0.44,0.31,0.04,4.17,70.0,4.0,7.8,4.0,1539,1
280,Street Fighter IV,17,2009.0,2,85,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,268,7
281,Excitebike,11,1984.0,6,361,2.04,0.48,1.57,0.07,4.16,70.0,4.0,7.8,4.0,1539,1
282,Frogger,15,1997.0,0,217,3.79,0.27,0.0,0.11,4.16,70.0,4.0,7.8,4.0,1539,1
283,Madden NFL 2003,16,2002.0,10,139,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,449,1
284,Half-Life,13,1997.0,8,548,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,1581,5
285,Super Mario World 2: Yoshi's Island,23,1995.0,4,361,1.65,0.61,1.76,0.09,4.12,70.0,4.0,7.8,4.0,1539,1
286,FIFA Soccer 07,16,2006.0,10,139,0.71,2.48,0.03,0.89,4.11,70.0,4.0,7.8,4.0,1539,1
287,Street Fighter II Turbo,23,1992.0,2,85,1.42,0.51,2.1,0.07,4.1,70.0,4.0,7.8,4.0,1539,1
288,World of Warcraft: The Burning Crusade,13,2007.0,7,21,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,217,7
289,Battlefield 1,18,2016.0,8,139,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,437,5
290,God of War II,16,2007.0,0,458,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,1242,5
291,World Soccer Winning Eleven 9,16,2005.0,10,277,0.12,2.26,0.9,0.77,4.06,70.0,4.0,8.2,23.0,815,1
292,Fallout: New Vegas,28,2010.0,7,66,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,1050,5
293,Forza Motorsport 2,28,2007.0,6,325,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,1528,1
294,Carnival Games,26,2007.0,3,497,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6,44.0,276,1
295,Watch Dogs,18,2014.0,0,528,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,1547,5
296,Namco Museum Vol.3,15,1996.0,3,458,2.28,1.55,0.16,0.06,4.05,70.0,4.0,7.8,4.0,1539,1
297,Tekken Tag Tournament,16,2000.0,2,349,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,978,7
298,Far Cry 4,18,2014.0,8,528,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,1547,5
299,Star Fox 64,10,1997.0,8,361,2.78,0.58,0.64,0.04,4.03,70.0,4.0,7.8,4.0,1539,1
300,Golf,11,1984.0,10,361,1.22,0.28,2.46,0.04,4.01,70.0,4.0,7.8,4.0,1539,1
301,Namco Museum: 50th Anniversary,16,2005.0,3,349,2.08,1.35,0.0,0.54,3.98,61.0,21.0,7.8,4.0,396,2
302,Left 4 Dead 2,28,2009.0,8,139,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,1581,5
303,The Witcher 3: Wild Hunt,18,2015.0,7,349,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,264,5
304,Assassin's Creed: Unity,18,2014.0,0,528,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,1568,5
305,Batman: Arkham Knight,18,2015.0,0,552,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,1227,5
306,The Legend of Zelda: Skyward Sword,26,2011.0,0,361,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8,1958.0,1020,2
307,Fallout 3,17,2008.0,7,66,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8,910.0,175,5
308,Professor Layton and the Diabolical Box,4,2007.0,5,361,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0,843,2
309,Donkey Kong Land,5,1994.0,4,361,1.97,0.76,1.07,0.11,3.91,70.0,4.0,7.8,4.0,1539,1
310,EA Sports Active,26,2009.0,10,139,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,431,1
311,Tony Hawk's Underground,16,2003.0,10,21,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,1004,7
312,Monster Hunter 4 Ultimate,2,2014.0,7,361,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0,268,7
313,The Elder Scrolls V: Skyrim,13,2011.0,7,66,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,175,5
314,NBA 2K16,18,2015.0,10,497,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,1606,2
315,Tekken 5,16,2005.0,2,349,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,978,7
316,Dragon Warrior III,11,1988.0,7,145,0.1,0.0,3.77,0.0,3.87,70.0,4.0,7.8,4.0,1539,1
317,MotorStorm,17,2006.0,6,458,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220.0,507,7
318,Nintendogs + cats,2,2011.0,9,361,1.44,1.41,0.73,0.27,3.85,70.0,4.0,7.8,4.0,1539,1
319,World Soccer Winning Eleven 8 International,16,2004.0,10,277,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,788,1
320,Sports Champions,17,2010.0,10,458,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,1251,2
321,Namco Museum Vol.1,15,1995.0,3,458,2.12,1.44,0.22,0.06,3.84,70.0,4.0,7.8,4.0,1539,1
322,The Legend of Zelda: Link's Awakening,5,1992.0,0,361,2.21,0.96,0.54,0.13,3.83,70.0,4.0,7.8,4.0,1539,1
323,Call of Duty: Ghosts,18,2013.0,8,21,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,728,5
324,Flash Focus: Vision Training in Minutes a Day,4,2007.0,3,361,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4,4.0,1025,1
325,Tom Clancy's The Division,18,2016.0,8,528,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7,2219.0,899,5
326,Big Brain Academy: Wii Degree,26,2007.0,3,361,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,1020,1
327,Resident Evil Director's Cut,15,1996.0,0,545,1.82,1.24,0.47,0.25,3.77,70.0,4.0,7.8,4.0,1539,1
328,Mario & Luigi: Bowser's Inside Story,4,2009.0,7,361,2.23,0.47,0.81,0.26,3.77,70.0,4.0,7.8,4.0,1539,1
329,LEGO Indiana Jones: The Original Adventures,28,2008.0,0,21,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,1511,2
330,The Sims: Unleashed,13,2002.0,9,139,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8,29.0,909,7
331,Ratchet & Clank: Size Matters,19,2007.0,4,458,1.4,1.39,0.1,0.86,3.74,70.0,4.0,7.8,4.0,1539,1
332,Harry Potter and the Sorcerer's Stone,15,2001.0,0,139,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,95,1
333,Mario & Sonic at the London 2012 Olympic Games,26,2011.0,10,448,1.12,1.87,0.27,0.45,3.72,70.0,4.0,7.8,4.0,1539,1
334,Resident Evil 3: Nemesis,15,1999.0,0,138,1.3,0.77,1.54,0.11,3.72,70.0,4.0,7.8,4.0,1539,1
335,Super Paper Mario,26,2007.0,4,361,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,735,1
336,Spyro: Year of the Dragon,15,2000.0,4,458,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,734,1
337,Assassin's Creed IV: Black Flag,17,2013.0,0,528,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,1539,5
338,FIFA Soccer 2005,16,2004.0,10,139,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,431,1
339,Pokémon Trading Card Game,5,1998.0,11,361,1.49,0.73,1.38,0.1,3.7,70.0,4.0,7.8,4.0,1539,1
340,Friend Collection,4,2009.0,3,361,0.0,0.0,3.67,0.0,3.67,70.0,4.0,7.8,4.0,1539,1
341,Tony Hawk's Pro Skater 4,16,2002.0,10,21,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,1004,7
342,Star Wars Battlefront (2015),30,2015.0,8,139,2.04,1.28,0.02,0.32,3.66,70.0,4.0,7.8,4.0,1539,1
343,MySims,4,2007.0,9,139,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,1429,1
344,Midnight Club 3: DUB Edition,19,2005.0,6,497,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,1218,2
345,Banjo-Kazooie,10,1998.0,4,361,1.87,1.13,0.55,0.1,3.65,70.0,4.0,7.8,4.0,1539,1
346,SOCOM: U.S. Navy SEALs,16,2002.0,8,458,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,1665,5
347,Jak and Daxter: The Precursor Legacy,16,2001.0,4,458,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,989,1
348,Pokemon Snap,10,1999.0,9,361,2.23,0.68,0.66,0.06,3.63,70.0,4.0,7.8,4.0,1539,1
349,Pro Evolution Soccer 2008,16,2007.0,10,277,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,815,1
350,Resident Evil 4,16,2005.0,0,85,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,268,5
351,Guitar Hero: World Tour,26,2008.0,3,21,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,1591,7
352,FIFA Soccer 10,17,2009.0,10,139,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,449,1
353,Star Wars: Battlefront,16,2004.0,8,290,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,1085,7
354,Doom II: Hell on Earth,13,1994.0,8,545,2.05,1.4,0.0,0.16,3.61,70.0,4.0,7.8,4.0,1539,1
355,The Simpsons: Road Rage,16,2001.0,6,139,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,543,7
356,Luigi's Mansion,7,2001.0,0,361,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,1020,1
357,Battlefield 4,18,2013.0,8,139,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580.0,437,5
358,Star Wars: Battlefront II,16,2005.0,8,290,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9,268.0,1085,7
359,Just Dance 2014,26,2013.0,3,528,1.88,1.39,0.0,0.31,3.59,70.0,4.0,6.2,10.0,1539,2
360,Cooking Mama 2: Dinner With Friends,4,2007.0,9,6,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8,9.0,1052,1
361,WWF SmackDown!,15,2000.0,2,491,2.01,1.35,0.06,0.16,3.58,70.0,4.0,7.8,4.0,1539,1
362,Croc: Legend of the Gobbos,15,1997.0,4,165,1.57,1.79,0.0,0.2,3.56,70.0,4.0,7.8,4.0,1539,1
363,Grand Theft Auto: Liberty City Stories,16,2006.0,0,497,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,1218,5
364,The Getaway,16,2002.0,0,458,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88.0,1457,5
365,Tomb Raider III: Adventures of Lara Croft,15,1997.0,0,138,1.66,1.58,0.12,0.18,3.54,70.0,4.0,7.8,4.0,1539,1
366,James Bond 007: Agent Under Fire,16,2001.0,8,139,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,445,7
367,LEGO Star Wars: The Video Game,16,2005.0,0,138,1.98,1.14,0.01,0.41,3.53,70.0,4.0,7.8,4.0,1539,1
368,Rugrats in Paris: The Movie,15,2000.0,0,491,1.96,1.33,0.0,0.23,3.52,70.0,4.0,7.8,4.0,1539,1
369,FIFA Soccer 11,28,2010.0,10,139,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,449,1
370,Spyro 2: Ripto's Rage!,15,1999.0,4,458,2.14,1.21,0.01,0.17,3.52,70.0,4.0,7.8,4.0,1539,1
371,Left 4 Dead,28,2008.0,8,139,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,284,5
372,Donkey Kong Country 3: Dixie Kong's Double Trouble!,23,1996.0,4,361,1.17,0.5,1.75,0.08,3.51,70.0,4.0,7.8,4.0,1539,1
373,Assassin's Creed: Unity,30,2014.0,0,528,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005.0,1568,5
374,Kung Fu,11,1985.0,0,361,1.64,0.38,1.42,0.06,3.5,70.0,4.0,7.8,4.0,1539,1
375,Resident Evil 5,28,2009.0,0,85,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523.0,268,5
376,Assassin's Creed: Brotherhood,28,2010.0,0,528,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,1547,5
377,FIFA Soccer 2004,16,2008.0,10,139,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.4,76.0,431,1
378,Battlefield 4,17,2013.0,8,139,1.3,1.42,0.27,0.5,3.49,80.0,14.0,5.8,579.0,437,5
379,Batman: Arkham Asylum,28,2009.0,0,138,2.2,0.95,0.02,0.31,3.48,92.0,78.0,8.7,1080.0,1227,7
380,Battlefield 4,28,2013.0,8,139,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542.0,437,5
381,Battlefield: Bad Company 2,28,2010.0,8,139,2.1,1.01,0.04,0.32,3.47,88.0,75.0,8.6,869.0,437,5
382,Mario & Sonic at the Olympic Winter Games,4,2009.0,10,448,1.21,1.62,0.27,0.37,3.46,70.0,4.0,7.8,4.0,1539,1
383,Guitar Hero: On Tour,4,2008.0,3,21,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,1591,2
384,Clubhouse Games,4,2006.0,3,361,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,55,1
385,Monster Hunter 4,2,2013.0,7,85,0.0,0.0,3.44,0.0,3.44,70.0,4.0,7.8,4.0,1539,1
386,Borderlands,28,2009.0,8,497,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,715.0,599,5
387,Tekken 4,16,2002.0,2,349,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,978,7
388,Final Fantasy III,23,1994.0,7,469,0.86,0.0,2.55,0.02,3.42,70.0,4.0,7.8,4.0,1539,1
389,Grand Theft Auto 2,15,1998.0,0,497,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8,67.0,363,7
390,Metal Gear Solid V: The Phantom Pain,18,2015.0,0,277,1.09,1.36,0.49,0.48,3.41,93.0,86.0,8.2,3943.0,813,5
391,Spider-Man 2,16,2004.0,0,21,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,106.0,1514,7
392,F-1 Race,5,1990.0,6,361,1.73,0.69,0.59,0.4,3.41,70.0,4.0,7.8,4.0,1539,1
393,FIFA Soccer 2003,16,2002.0,10,139,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,431,1
394,LittleBigPlanet 2,17,2011.0,4,458,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657.0,910,1
395,Crash Bash,15,2000.0,3,458,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.2,99.0,502,1
396,Assassin's Creed Syndicate,18,2015.0,0,528,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0,1553,5
397,LEGO Batman: The Videogame,28,2008.0,0,552,2.04,1.02,0.0,0.32,3.38,76.0,49.0,7.9,75.0,1511,2
398,Destiny,30,2014.0,8,21,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0,258,7
399,WWF War Zone,15,1998.0,2,17,2.47,0.76,0.0,0.13,3.36,70.0,4.0,7.8,4.0,1539,1
400,The Legend of Zelda: Majora's Mask,10,2000.0,0,361,1.9,0.67,0.73,0.06,3.36,70.0,4.0,7.8,4.0,1539,1
401,Far Cry 3,17,2012.0,8,528,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0,1547,5
402,Rugrats: Search For Reptar,15,1998.0,1,491,1.63,1.53,0.0,0.18,3.34,70.0,4.0,7.8,4.0,1539,1
403,English Training: Have Fun Improving Your Skills!,4,2006.0,3,361,0.0,0.99,2.32,0.02,3.33,70.0,4.0,7.8,4.0,1539,1
404,James Bond 007: Nightfire,16,2002.0,8,139,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66.0,502,7
405,Ratchet & Clank,16,2002.0,4,458,1.44,1.01,0.57,0.3,3.33,70.0,4.0,7.8,4.0,1539,1
406,Monster Hunter X,2,2015.0,0,85,0.27,0.21,2.79,0.05,3.32,70.0,4.0,7.8,4.0,1539,1
407,Star Wars Episode III: Revenge of the Sith,16,2005.0,0,290,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82.0,417,7
408,The Legend of Zelda: Spirit Tracks,4,2009.0,0,361,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,228.0,1020,2
409,Max Payne,16,2001.0,8,497,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.5,86.0,1223,5
410,Assassin's Creed IV: Black Flag,28,2013.0,0,528,1.9,1.11,0.01,0.29,3.3,86.0,35.0,7.9,701.0,1539,5
411,The Lord of the Rings: The Return of the King,16,2003.0,0,139,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.7,105.0,439,7
412,Yokai Watch 2 Ganso/Honke,2,2014.0,7,361,0.09,0.0,3.18,0.01,3.28,70.0,4.0,7.8,4.0,1539,1
413,Gears of War: Ultimate Edition,30,2015.0,8,325,2.61,0.33,0.0,0.34,3.28,82.0,74.0,7.5,563.0,1363,5
414,True Crime: Streets of LA,16,2003.0,0,21,1.89,1.05,0.02,0.31,3.27,77.0,39.0,8,94.0,868,5
415,Professor Layton and the Unwound Future,4,2008.0,5,361,0.6,1.57,0.82,0.27,3.26,86.0,62.0,9.2,111.0,843,2
416,Gran Turismo (PSP),19,2009.0,6,458,0.5,1.58,0.31,0.87,3.25,70.0,4.0,7.8,4.0,1539,1
417,FIFA 16,30,2015.0,10,139,0.89,2.12,0.0,0.24,3.25,84.0,45.0,4.4,459.0,449,1
418,Wii Music,26,2008.0,3,361,1.35,1.11,0.46,0.32,3.25,63.0,43.0,4.6,116.0,1020,1
419,Tekken,15,1995.0,2,458,0.95,1.3,0.77,0.22,3.24,70.0,4.0,7.8,4.0,1539,1
